title,author,views,likes,link,month,year
What happens when a city runs out of room for its dead,Alison Killing,1500000,46000,https://ted.com/talks/alison_killing_what_happens_when_a_city_runs_out_of_room_for_its_dead,November,2014
What is depression?,Helen M. Farrell,20000000,604000,https://ted.com/talks/helen_m_farrell_what_is_depression,December,2015
Let's not use Mars as a backup planet,Lucianne Walkowicz,2300000,71000,https://ted.com/talks/lucianne_walkowicz_let_s_not_use_mars_as_a_backup_planet,March,2015
The four fish we're overeating — and what to eat instead,Paul Greenberg,1600000,49000,https://ted.com/talks/paul_greenberg_the_four_fish_we_re_overeating_and_what_to_eat_instead,October,2015
A beatboxing lesson from a father-daughter duo,Nicole Paris and Ed Cage,4700000,143000,https://ted.com/talks/nicole_paris_and_ed_cage_a_beatboxing_lesson_from_a_father_daughter_duo,November,2015
Why do we dream?,Amy Adkins,7000000,211000,https://ted.com/talks/amy_adkins_why_do_we_dream,December,2015
How germs travel on planes — and how we can stop them,Raymond Wang,1900000,58000,https://ted.com/talks/raymond_wang_how_germs_travel_on_planes_and_how_we_can_stop_them,November,2015
The ethical dilemma of self-driving cars,Patrick Lin,1600000,50000,https://ted.com/talks/patrick_lin_the_ethical_dilemma_of_self_driving_cars,December,2015
Forget shopping. Soon you'll download your new clothes,Danit Peleg,1900000,58000,https://ted.com/talks/danit_peleg_forget_shopping_soon_you_ll_download_your_new_clothes,November,2015
The untapped genius that could change science for the better,Jedidah Isler,2100000,63000,https://ted.com/talks/jedidah_isler_the_untapped_genius_that_could_change_science_for_the_better,August,2015
The exhilarating peace of freediving,Guillaume Néry,1100000,34000,https://ted.com/talks/guillaume_nery_the_exhilarating_peace_of_freediving,March,2013
Why the octopus brain is so extraordinary,Cláudio Guerra,4900000,148000,https://ted.com/talks/claudio_guerra_why_the_octopus_brain_is_so_extraordinary,December,2015
How new technology helps blind people explore the world,Chieko Asakawa,1400000,43000,https://ted.com/talks/chieko_asakawa_how_new_technology_helps_blind_people_explore_the_world,October,2015
The US needs paid family leave — for the sake of its future,Jessica Shortall,1500000,47000,https://ted.com/talks/jessica_shortall_the_us_needs_paid_family_leave_for_the_sake_of_its_future,October,2015
How we're growing baby corals to rebuild reefs,Kristen Marhaver,953000,28000,https://ted.com/talks/kristen_marhaver_how_we_re_growing_baby_corals_to_rebuild_reefs,October,2015
"Can you solve ""Einstein's Riddle""?",Dan Van der Vieren,11000000,349000,https://ted.com/talks/dan_van_der_vieren_can_you_solve_einstein_s_riddle,November,2015
"An art made of trust, vulnerability and connection",Marina Abramović,3400000,103000,https://ted.com/talks/marina_abramovic_an_art_made_of_trust_vulnerability_and_connection,March,2015
Why the best hire might not have the perfect resume,Regina Hartley,4600000,138000,https://ted.com/talks/regina_hartley_why_the_best_hire_might_not_have_the_perfect_resume,September,2015
My year reading a book from every country in the world,Ann Morgan,1800000,54000,https://ted.com/talks/ann_morgan_my_year_reading_a_book_from_every_country_in_the_world,September,2015
Why are these 32 symbols found in ancient caves all over Europe?,Genevieve von Petzinger,8600000,260000,https://ted.com/talks/genevieve_von_petzinger_why_are_these_32_symbols_found_in_ancient_caves_all_over_europe,August,2015
What are animals thinking and feeling?,Carl Safina,2500000,75000,https://ted.com/talks/carl_safina_what_are_animals_thinking_and_feeling,October,2015
My country will be underwater soon — unless we work together,Anote Tong,1100000,34000,https://ted.com/talks/anote_tong_my_country_will_be_underwater_soon_unless_we_work_together,October,2015
Would you opt for a life with no pain?,Bethany Rickwald and Hayley Levitt,2900000,89000,https://ted.com/talks/bethany_rickwald_and_hayley_levitt_would_you_opt_for_a_life_with_no_pain,November,2015
The future of news? Virtual reality,Nonny de la Peña,1300000,40000,https://ted.com/talks/nonny_de_la_pena_the_future_of_news_virtual_reality,May,2015
Why sneakers are a great investment,Josh Luber,2300000,69000,https://ted.com/talks/josh_luber_why_sneakers_are_a_great_investment,October,2015
The chilling aftershock of a brush with death,Jean-Paul Mari,881000,26000,https://ted.com/talks/jean_paul_mari_the_chilling_aftershock_of_a_brush_with_death,March,2015
What would happen if you didn't sleep?,Claudia Aguirre,12000000,387000,https://ted.com/talks/claudia_aguirre_what_would_happen_if_you_didn_t_sleep,November,2015
How I'm working for change inside my church,Chelsea Shields,1500000,46000,https://ted.com/talks/chelsea_shields_how_i_m_working_for_change_inside_my_church,August,2015
The moral bias behind your search results,Andreas Ekström,1600000,48000,https://ted.com/talks/andreas_ekstrom_the_moral_bias_behind_your_search_results,January,2015
How stress affects your brain,Madhumita Murgia,5600000,169000,https://ted.com/talks/madhumita_murgia_how_stress_affects_your_brain,November,2015
This is what LGBT life is like around the world,Jenni Chang and Lisa Dazols,2700000,81000,https://ted.com/talks/jenni_chang_and_lisa_dazols_this_is_what_lgbt_life_is_like_around_the_world,May,2015
A musical escape into a world of light and color,Kaki King,1500000,46000,https://ted.com/talks/kaki_king_a_musical_escape_into_a_world_of_light_and_color,May,2015
Forget Wi-Fi. Meet the new Li-Fi Internet,Harald Haas,2800000,85000,https://ted.com/talks/harald_haas_forget_wi_fi_meet_the_new_li_fi_internet,September,2015
The coolest animal you know nothing about ... and how we can save it,Patrícia Medici,1400000,44000,https://ted.com/talks/patricia_medici_the_coolest_animal_you_know_nothing_about_and_how_we_can_save_it,August,2015
What makes muscles grow?,Jeffrey Siegel,16000000,501000,https://ted.com/talks/jeffrey_siegel_what_makes_muscles_grow,November,2015
The dark side of storytelling,Suzanne Duncan,24000,730,https://ted.com/talks/suzanne_duncan_the_dark_side_of_storytelling,November,2015
Could Moby Dick prevent the next financial crisis?,Suzanne Case,5800,176,https://ted.com/talks/suzanne_case_could_moby_dick_prevent_the_next_financial_crisis,November,2015
The future of reading. It's fast,Stephen Lawrence,25000,775,https://ted.com/talks/stephen_lawrence_the_future_of_reading_it_s_fast,November,2015
The art of letting go...of the floor,Siawn Ou,21000,643,https://ted.com/talks/siawn_ou_the_art_of_letting_go_of_the_floor,November,2015
Can 0.7% of corporate profits fund the world's biggest problems?,Sahil Sethi,10000,313,https://ted.com/talks/sahil_sethi_can_0_7_of_corporate_profits_fund_the_world_s_biggest_problems,November,2015
Women in business: entirely unremarkable,Kirsten Hall,62000,1800,https://ted.com/talks/kirsten_hall_women_in_business_entirely_unremarkable,November,2015
In defense of extroverts ,Katherine Lucas,140000,4200,https://ted.com/talks/katherine_lucas_in_defense_of_extroverts,November,2015
Creating music on the go ,James Bickerton,13000,401,https://ted.com/talks/james_bickerton_creating_music_on_the_go,November,2015
A rallying cry for office shorts,Chris Vogtherr,6600,199,https://ted.com/talks/chris_vogtherr_a_rallying_cry_for_office_shorts,November,2015
Perfectionism holds us back. Here's why,Charly Haversat,226000,6800,https://ted.com/talks/charly_haversat_perfectionism_holds_us_back_here_s_why,November,2015
B.E.A.T. NYC performs at TED@StateStreet, B.E.A.T. NYC,3200,98,https://ted.com/talks/b_e_a_t_nyc_b_e_a_t_nyc_performs_at_ted_statestreet,November,2015
A boat carrying 500 refugees sunk at sea. The story of two survivors,Melissa Fleming,1700000,52000,https://ted.com/talks/melissa_fleming_a_boat_carrying_500_refugees_sunk_at_sea_the_story_of_two_survivors,May,2015
How data from a crisis text line is saving lives,Nancy Lublin,1000000,30000,https://ted.com/talks/nancy_lublin_how_data_from_a_crisis_text_line_is_saving_lives,May,2015
A tribute to West Virginia coal miners,"Johnny Staats, Davey Vaughn",5300,159,https://ted.com/talks/johnny_staats_davey_vaughn_a_tribute_to_west_virginia_coal_miners,July,2017
How dance helps me deal with stress,Yami Joshi,44000,1300,https://ted.com/talks/yami_joshi_how_dance_helps_me_deal_with_stress,September,2015
The global business next door,Scott Szwast,78000,2300,https://ted.com/talks/scott_szwast_the_global_business_next_door,September,2015
Taking trash talk to a whole new level,Peter Harris,21000,644,https://ted.com/talks/peter_harris_taking_trash_talk_to_a_whole_new_level,September,2015
The argument for trouble,Mark Modesti,18000,543,https://ted.com/talks/mark_modesti_the_argument_for_trouble,September,2015
When you shouldn't follow the rules,Laura Lane,51000,1500,https://ted.com/talks/laura_lane_when_you_shouldn_t_follow_the_rules,September,2015
Why being your true self is the most selfless act,Kelly Lepley,67000,2000,https://ted.com/talks/kelly_lepley_why_being_your_true_self_is_the_most_selfless_act,September,2015
An easy way to cook up innovation,Joachim Horn,19000,599,https://ted.com/talks/joachim_horn_an_easy_way_to_cook_up_innovation,September,2015
"How I leapt from a responsible ""no"" to an impassioned ""yes""",Jared Hill,9800,295,https://ted.com/talks/jared_hill_how_i_leapt_from_a_responsible_no_to_an_impassioned_yes,September,2015
The hardest step in innovation? Looking foolish in front of the crowd,Jack Levis,34000,1000,https://ted.com/talks/jack_levis_the_hardest_step_in_innovation_looking_foolish_in_front_of_the_crowd,September,2015
Hunger isn't a food issue. It's a logistics issue,Esther Ndichu,81000,2400,https://ted.com/talks/esther_ndichu_hunger_isn_t_a_food_issue_it_s_a_logistics_issue,September,2015
The future of delivery in our new on-demand economy,Alan Amling,38000,1100,https://ted.com/talks/alan_amling_the_future_of_delivery_in_our_new_on_demand_economy,September,2015
How to stay calm when you know you'll be stressed,Daniel Levitin,18000000,568000,https://ted.com/talks/daniel_levitin_how_to_stay_calm_when_you_know_you_ll_be_stressed,September,2015
How do hard drives work?,Kanawat Senanan,2200000,66000,https://ted.com/talks/kanawat_senanan_how_do_hard_drives_work,October,2015
Art that lets you talk back to NSA spies,Mathias Jud,1000000,30000,https://ted.com/talks/mathias_jud_art_that_lets_you_talk_back_to_nsa_spies,September,2015
The enchanting music of sign language,Christine Sun Kim,2000000,61000,https://ted.com/talks/christine_sun_kim_the_enchanting_music_of_sign_language,August,2015
How I teach kids to love science,Cesar Harada,1800000,55000,https://ted.com/talks/cesar_harada_how_i_teach_kids_to_love_science,August,2015
How computers translate human language,Ioannis Papachimonas,398000,11000,https://ted.com/talks/ioannis_papachimonas_how_computers_translate_human_language,October,2015
Social services are broken. How we can fix them,Hilary Cottam,849000,25000,https://ted.com/talks/hilary_cottam_social_services_are_broken_how_we_can_fix_them,September,2015
"Deep under the Earth's surface, discovering beauty and science",Francesco Sauro,1500000,47000,https://ted.com/talks/francesco_sauro_deep_under_the_earth_s_surface_discovering_beauty_and_science,September,2015
How stress affects your body,Sharon Horesh Bergquist,5600000,168000,https://ted.com/talks/sharon_horesh_bergquist_how_stress_affects_your_body,October,2015
An Internet without screens might look like this,Tea Uglow,1700000,52000,https://ted.com/talks/tea_uglow_an_internet_without_screens_might_look_like_this,May,2015
 How CRISPR lets us edit our DNA,Jennifer Doudna,3700000,112000,https://ted.com/talks/jennifer_doudna_how_crispr_lets_us_edit_our_dna,September,2015
Why do women have periods?,TED-Ed,13000000,395000,https://ted.com/talks/ted_ed_why_do_women_have_periods,October,2015
The secret US prisons you've never heard of before,Will Potter,4900000,147000,https://ted.com/talks/will_potter_the_secret_us_prisons_you_ve_never_heard_of_before,August,2015
The unexpected beauty of everyday sounds,Meklit Hadero,1200000,36000,https://ted.com/talks/meklit_hadero_the_unexpected_beauty_of_everyday_sounds,August,2015
Two nameless bodies washed up on the beach. Here are their stories,Anders Fjellberg,1300000,40000,https://ted.com/talks/anders_fjellberg_two_nameless_bodies_washed_up_on_the_beach_here_are_their_stories,September,2015
Why medicine often has dangerous side effects for women,Alyson McGregor,1700000,52000,https://ted.com/talks/alyson_mcgregor_why_medicine_often_has_dangerous_side_effects_for_women,September,2014
The future of flying robots,Vijay Kumar,1900000,59000,https://ted.com/talks/vijay_kumar_the_future_of_flying_robots,April,2015
How we can make the world a better place by 2030,Michael Green,2300000,70000,https://ted.com/talks/michael_green_how_we_can_make_the_world_a_better_place_by_2030,September,2015
Home is a song I've always remembered,Teitur,1100000,33000,https://ted.com/talks/teitur_home_is_a_song_i_ve_always_remembered,March,2015
Where does gold come from?,David Lunney,7000000,210000,https://ted.com/talks/david_lunney_where_does_gold_come_from,October,2015
You can grow new brain cells. Here's how,Sandrine Thuret,12000000,360000,https://ted.com/talks/sandrine_thuret_you_can_grow_new_brain_cells_here_s_how,June,2015
Design at the intersection of technology and biology,Neri Oxman,2700000,82000,https://ted.com/talks/neri_oxman_design_at_the_intersection_of_technology_and_biology,March,2015
"Soon we'll cure diseases with a cell, not a pill",Siddhartha Mukherjee,1600000,49000,https://ted.com/talks/siddhartha_mukherjee_soon_we_ll_cure_diseases_with_a_cell_not_a_pill,March,2015
Can you solve the prisoner hat riddle?,Alex Gendler,24000000,723000,https://ted.com/talks/alex_gendler_can_you_solve_the_prisoner_hat_riddle,October,2015
Climate change is happening. Here's how we adapt,Alice Bows-Larkin,1300000,39000,https://ted.com/talks/alice_bows_larkin_climate_change_is_happening_here_s_how_we_adapt,June,2015
Why some of us don't have one true calling,Emilie Wapnick,8199999,247000,https://ted.com/talks/emilie_wapnick_why_some_of_us_don_t_have_one_true_calling,April,2015
